Номер дільниці; Опис меж дільниці; Адреса приміщення для голосування (місцезнаходження) / Адреса дільничної виборчої комісії; Розмір дільниці; Кординати
530423; м.Заводське – вул.Абрикосова, вул.Виноградна, вул.Високовольтна, вул.Гагаріна, вул.Гайова, вул.Горянська, вул.Грушевського, вул.Дачна, вул.Заводська, вул.Затишна, вул.Зоряна, вул.Козацька, вул.Космічна, вул.Лісна, вул.Ломоносова, вул.Матросова: 1–21., вул.Маяковського, вул.Паркова, вул.Перемоги, вул.Продбаза, вул.Проектна: 8–10., вул.Садова, вул.Сковороди, вул.Сонячна, вул.Тополина, вул.Франка, вул.Чехова, вул.Шевченка, вул.Шкільна, вул.Якубовського, вул.124 км, вул.8 - Березня, пров.І пров.Садової, пров.ІІ пров.Садової, пров.ІІІ пров.Садової, пров.Матросова, с.Вишневе; вул.Матросова, 12, м.Заводське, Лохвицький р-н, Полтавська обл., 37240 (будинок культури №1, фойє) / вул.Матросова, 15, м.Заводське, Лохвицький р-н, Полтавська обл., 37240;Велика;33.405385,50.405099
530424; м.Заводське – вул.Академіка Пономаренка, вул.Б.Хмельницького, вул.Весела, вул.Вишнева, вул.Гоголя, вул.Дружби, вул.Залізнодорожна, вул.Зелена, вул.З.Космодем’янської, вул.Калинова, вул.Кільцева, вул.Котляревського, вул.Кутузова, вул.Лермонтова, вул.Лугова, вул.Матросова: 22–53., вул.Мирна, вул.Мічуріна, вул.Молодіжна, вул.Незалежності, вул.О.Кошового, вул.О.Невського, вул.Першотравнева, вул.Полтавська, вул.Правди, вул.Проектна: 1–7., вул.Прорізна, вул.Суворова, вул.Тесленка, вул.Чкалова, вул.Яблунева, пров.І пров.Дружби, пров.ІІ пров.Дружби, пров.Кутузова, пров.Луговий, пров.Яблуневий, просп.Миру; вул.Полтавська, 10, м.Заводське, Лохвицький р-н, Полтавська обл. 37240 (ПТУ № 32, актовий зал) / вул.Полтавська, 10, м.Заводське, Лохвицький р-н, Полтавська обл., 37240;Велика;33.410039,50.398439
530426; м.Заводське – вул.Ватутіна: 2–99, 101, 103, 105, 107., вул.І Набережна, вул.ІІ Набережна, вул.Озерна, вул.Південна, вул.П.Мирного, вул.Польова: 3А–6, 9, 15, 17, 19, 27, 29, 31, 33–39., вул.Привокзальна, вул.Пушкіна, вул.Робітнича, вул.Чернишевського, пров.Ватутіна, пров.І пров. Набережної, пров.Південний, пров.Польовий, пров.Пристанційний, тупик Ватутіна, тупик Південний, тупик Привокзальний, тупик Робітничої; вул.Ватутіна, 46, м.Заводське, Лохвицький р-н, Полтавська обл., 37240 (школа № 2, фойє);Велика;33.386366,50.394560
530427; м.Заводське – вул.Ватутіна: 100, 102, 104, 106, 111–187., вул.Дунаєвського, вул.Жукова, вул.Кирпоноса, вул.Л.Українки, вул.Польова: 8–8А, 10–14, 16, 18, 20–26, 28, 30, 32, 41–81., вул.Приладобудівників, вул.Рикова, вул.Сульська, пров.Жукова, пров.І пров.Жукова, пров.ІІ пров.Жукова, пров.Л.Українки, тупик Л.Українки, тупик Сульської; вул.Жукова, 1, м.Заводське, Лохвицький р-н, Полтавська обл., 37240 (будинок культури №2, актовий зал);Середня;33.362180,50.390060
530428; с.Безсали, с.Вишеньки; вул.Перемоги, 15, с.Безсали, Лохвицький р-н, Полтавська обл., 37206 (сільська рада, актовий зал);Середня;33.138216,50.362909
530429; с.Мехедівка, с.Озерне, с.Сокириха, с.Червона Слобідка; вул.Мехеди, 9, с.Мехедівка, Лохвицький р-н, Полтавська обл., 37211 (сільський будинок культури, актовий зал);мала;33.030557,50.400643
530430; с.Бербениці; вул.Молодіжна, 65, с.Бербениці, Лохвицький р-н, Полтавська обл., 37211 (школа, класна кімната);мала;33.000482,50.445538
530431; с.Білогорілка, с.Воля, с.Ручки; вул.Молодіжна, 30, с.Білогорілка, Лохвицький р-н, Полтавська обл., 37220 (школа, спортивний зал);мала;33.260645,50.516895
530432; с.Бодаква; вул.Шкільна, 1, с.Бодаква, Лохвицький р-н, Полтавська обл., 37260 (школа, коридор);Середня;33.411472,50.306209
530433; с.Пісочки, с.Хрулі; вул.Шкільна, 8, с.Пісочки, Лохвицький р-н, Полтавська обл., 37260 (сільський будинок культури, фойє);мала;33.433884,50.339021
530434; с.Заморіївка, с.Нижня Будаківка, с.Червоні Луки; вул.Чупаки, 30, с.Нижня Будаківка, Лохвицький р-н, Полтавська обл., 37261 (сільський будинок культури, фойє);мала;33.586321,50.300520
530435; с.Васильки; вул.Перемоги, 4, с.Васильки, Лохвицький р-н, Полтавська обл., 37243 (школа, спортивний зал);мала;33.368532,50.325512
530436; с.Гаївщина; вул.Центральна, с.Гаївщина, Лохвицький р-н, Польавська обл., 37244 (Гаївщинське навчально-виховне об’єднання, актовий зал) / вул.Центральна, с.Гаївщина, Лохвицький р-н, Полтавська обл., 37244;мала;33.384649,50.371680
530437; с.Христанівка; вул.Шевченка, 25, с.Христанівка, Лохвицький р-н, Полтавська обл., 37243 (сільський клуб, фойє);мала;33.375602,50.295741
530438; с.Вирішальне – вул.Гагаріна, вул.Дунаєвського, вул.Комарова, вул.Кошового, вул.Лесі Українки, вул.Миргородська, вул.Павлова, вул.Перемоги: 2–7, 9–13, 15–17, 19–21, 23–25, 27–29, 31–33, 35., вул.Польова, вул.Привокзальна, вул.Соборна, вул.Тичини, вул.Футбольна, вул.Чкалова, пров.Кирпоноса, пров.Курченко, с.Шкадрети; вул.Миргородська, 32, с.Вирішальне, Лохвицький р-н, Полтавська обл., 37263 (сільський будинок культури № 2, фойє);Середня;33.439682,50.198965
530439; с.Вирішальне – вул.Берегова, вул.Бобровського, вул.Весняна, вул.Вишнева, вул.Громової, вул.Козацька, вул.Липова, вул.Молодіжна, вул.Незалежності, вул.Перемоги: 8, 14, 18, 22, 26, 30, 34, 36–49., вул.Пушкіна, вул.Рокосовського, вул.Садова, вул.Свободи, вул.Сковороди, вул.Урожайна, пров.Павлова, пров.Рильського, пров.Свободи, пров.Суворова, пров.Тихий, пров.Філатова, с.Бешти, с.Сльозиха; вул.Перемоги, 50, с.Вирішальне, Лохвицький р-н, Полтавська обл., 37263 (школа, коридор);Середня;33.469935,50.195566
530440; с.Вирішальне – вул.Дружби, вул.Зої Космодем’янської, пров.Дружби, пров.Космічний, с.Гірки; вул.Дружби, 31, с.Вирішальне, Лохвицький р-н, Полтавська обл., 37263 (ФАБ, оглядова зала);мала;33.422358,50.177996
530441; с.Високе, с.Часниківка; вул.Шевченка, 51, с.Часниківка, Лохвицький р-н, Полтавська обл., 37265 (сільський будинок культури, приміщення для засідань);мала;33.366136,50.186482
530444; с.Гиряві Ісківці; вул.Миру, 14, с.Гиряві Ісківці, Лохвицький р-н, Полтавська обл., 37223 (сільський будинок культури, актовий зал);Середня;33.305806,50.423509
530445; с.Млини; вул.Роменська, 11, с.Млини, Лохвицький р-н, Полтавська обл., 37201 (школа, приміщення для засідань);мала;33.306493,50.383877
530446; с.Веселе, с.Зірка, с.Степне, с.Слобідка, с.Старий Хутір, с.Червона Балка, с.Чижі, с.Шевченкове; вул.Артополот, 23, с.Старий Хутір, Лохвицький р-н, Полтавська обл., 37224 (ФАБ, оглядова зала);мала;33.483796,50.454205
530447; с.Ісківці, с.Дрюківщина, с.Овдіївка; вул.М.П.Кирпоноса, 2А, с.Ісківці, Лохвицький р-н, Полтавська обл., 37251 (школа, коридор);мала;33.209874,50.264032
530448; с.Скоробагатьки; вул.Гора, 1А, с.Скоробагатьки, Лохвицький р-н, Полтавська обл., 37253 (школа, коридор);мала;33.240738,50.239072
530449; с.Яблунівка; вул.Попова, 52А, с.Яблунівка, Лохвицький р-н, Полтавська обл., 37252 (сільський клуб, актовий зал);мала;33.253104,50.286543
530450; с.Корсунівка, с.Пласківщина; вул.Шевченка, 29, с.Корсунівка, Лохвицький р-н, Полтавська обл., 37262 (будинок культури, актовий зал);мала;33.496007,50.249188
530451; с.Вовківське, с.Потоцьківщина, с.Саранчине; вул.Приозерна, 20, с.Вовківське, Лохвицький р-н, Полтавська обл., 37262 (сільський клуб, актовий зал);мала;33.466965,50.244180
530452; с.Жабки, с.Нове; вул.Центральна,9, с.Жабки, Лохвицький р-н, Полтавська обл., 37210 (сільський будинок культури № 2, фойє) / вул.Центральна, 9, с.Жабки, Лохвицький р-н, Полтавська обл., 37210;мала;33.069594,50.443656
530453; с.Лука – вул.Вишнева, вул.Дачна, вул.Лугова, вул.Молодіжна, вул.Набережна, вул.Польова, вул.Поштова, вул.С.С.Головка, вул.Ставкова, вул.Тесленка, вул.Центральна: 73–137., вул.Шкільна, пров.Луговий, пров.Набережний, пров.Сосновий, пров.2-ий Набережний, пров.3-ій Набережний, пров.4-ий Набережний; вул.Центральна, 105, с.Лука, Лохвицький р-н, Полтавська обл., 37221 (будинок культури) / вул. Центральна, 105, с.Лука, Лохвицький р-н, Полтавська обл., 37221;Середня;33.286168,50.461860
530454; с.Лука – вул.Гагаріна, вул.Кавенці, вул.Калинова, вул.Лесі Українки, вул.Сульська, вул.Центральна: 1–68., вул.Шевченка, пров.Сульський; вул.Центральна, 39, с.Лука, Лохвицький р-н, Полтавська обл., 37221 (сільська рада, актовий зал);мала;33.294543,50.453958
530455; с.Юсківці; вул.Привокзальна, 5, с.Юсківці, Лохвицький р-н, Полтавська обл., 37222 (сільський клуб, актовий зал);мала;33.331568,50.468608
530456; с.Піски – вул.Гагаріна, вул.Довженка, вул.Залізнична, вул.Коцюбинського, вул.Миру, вул.Молодіжна, вул.Озерна, вул.Панаса Мирного, вул.Польова, вул.Тиха, пров.І Гагаріна, пров.ІІ Гагаріна, пров.Миру, пров.Озерний, тупик Гагаріна; вул.Центральна, 48, с.Піски, Лохвицький р-н, Полтавська обл., 37233 (сільський будинок культури, фойє) / вул.Центральна,48, с.Піски, Лохвицьких р-н, Полтавська обл., 37233;Середня;33.447112,50.371780
530457; с.Піски – вул.Гоголя, вул.Дружби, вул.Зарічна, вул.Комарова, вул.Лесі Українки, вул.Лугова, вул.Піщана, вул.Пушкіна, вул.Садова, вул.Центральна, вул.Шевченка, пров.І Дружби, пров.ІІ Дружби, пров.ІІІ Дружби, тупик Комарова, тупик Шевченка; вул.Центральна, 50, с.Піски, Лохвицький р-н, Полтавська обл., 37233 (школа, коридор);Середня;33.459211,50.372440
530458; с.Шевченки, с.Яремівщина; вул.Шкільна, 5, с.Яремівщина, Лохвицький р-н, Полтавська обл., 37233 (школа-сад, коридор);мала;33.551235,50.341671
530459; с.Погарщина, с.Дібрівне; вул.Перемоги, 3, с.Погарщина, Лохвицький р-н, Полтавська обл., 37230 (будинок культури, фойє);Середня;33.580112,50.456397
530460; с.Риги, с.Венслави, с.Пестичевське; вул.Миру,21, с.Риги, Лохвицький р-н, Полтавська обл., 37250 (комунальний навчально-виховний комплекс, спортивний зал) / вул.Миру, 21, с.Риги, Лохвицький р-н, Полтавська обл., 37250;мала;33.271120,50.319582
530461; с.Свиридівка; вул.Шляхова, 80, с.Свиридівка, Лохвицький р-н, Полтавська обл., 37213 (школа, коридор);мала;33.216412,50.483286
530462; с.Степуки; вул.Соколовського, 24, с.Степуки, Лохвицький р-н, Полтавська обл., 37213 (сільський будинок культури, фойє);мала;33.209596,50.452789
530463; с.Дереківщина, с.Парницьке, с.Яшники; вул.Перемоги, 45, с.Яшники, Лохвицький р-н, Полтавська обл., 37214 (ТОВ "Райз Максимко", коридор);мала;33.257257,50.416353
530464; с.Сенча – вул.Вишнева, вул.Героїв України, вул.Дружби, вул.Калинова, вул.Лесі Українки, вул.Миколаївська, вул.Партизанська, вул.Першотравнева, вул.Харченка, вул.337-ї стрілецької дивізії, пров.Горянський, пров.Дружби, пров.Першотравневий, пров.Піроцького, пров.337-ї стрілецької дивізії; вул.Першотравнева, 2, с.Сенча, Лохвицький р-н, Полтавська обл., 37254 (сільський будинок культури, фойє);Середня;33.344624,50.251123
530465; с.Сенча – вул.Засульська, вул.Мельника, вул.Миру, вул.Сінна, вул.Українська, вул.Урожайна: 15, 17, 19, 21, 27А, 29, 33, 35–37, 39, 41, 43, 45–47, 49, 51, 53, 59–61, 67, 69–72, 82–196., вул.Ювілейна, пров.Зелений, пров.Миру, пров.Піщаний; вул.Українська, 34, с.Сенча, Лохвицький р-н, Полтавська обл., 37254 (клуб-бібліотека, фойє);Середня;33.356938,50.263727
530466; с.Сенча – вул.Лугова, вул.Перемоги, вул.Урожайна: 1–14, 16, 18–18А, 20, 22–26, 28, 30–32, 34, 38, 40, 42, 44, 48, 50, 52, 54–58, 62–64, 68, 74–76., вул.Шевченка, пров.Урожайний, с.Рудка; вул.Перемоги, 2, с.Сенча, Лохвицький р-н, Полтавська обл., 37254 (клуб, фойє);мала;33.366523,50.243221
530467; с.Лучка; вул.Українська, 2, с.Лучка, Лохвицький р-н, Полтавська обл., 37254 (клуб, фойє);мала;33.351273,50.215290
530468; с.Токарі, с.Руда; вул.ім.Г.І.Андрусенка, 7, с.Токарі, Лохвицький р-н, Полтавська обл., 37231 (сільський будинок культури, фойє);Середня;33.421280,50.412688
530469; с.Гамаліївка, с.Долинка, с.Пучківщина; вул.Кільцева, 31, с.Гамаліївка, Лохвицький р-н, Полтавська обл., 37232 (сільський клуб, актовий зал);мала;33.551425,50.418109
530470; с.Харківці; вул.Тесленка, 49А, с.Харківці, Лохвицький р-н, Полтавська обл., 37207 (сільський будинок культури, фойє);мала;33.177547,50.352281
530471; с.Архипівка, с.Западинці; вул.Молодіжна, 24А, с.Западинці, Лохвицький р-н, Полтавська обл., 37207 (сільський клуб, фойє);мала;33.207210,50.355413
530472; с.Яхники, с.Шмиглі; вул.Сердюка, 50, с.Яхники, Лохвицький р-н, Полтавська обл., 37212 (школа, коридор);Середня;33.155253,50.420892
530473; с.Романиха; вул.Центральна, 41А, с.Романиха, Лохвицький р-н, Полтравська обл., 37212 (школа-сад, спортивний зал) / вул.Центральна, 41А, с.Романиха, Лохвицький р-н, Полтавська обл., 37212;мала;33.102466,50.498206
530495; с.Снітин, с.Броварки, с.Ремівка; вул.Шкільна, 2, с.Снітин, Лубенський р-н, Полтавська обл., 37530 (школа, актова зала);Середня;33.248159,50.110677
530496; с.Хорошки, с.Снітине, с.Чернече; вул.Миру, 23, с.Хорошки, Лубенський р-н, Полтавська обл., 37512 (школа, каб.2);Середня;33.280735,50.150645
530497; с.Ломаки; вул.Козацька, 2А, с.Ломаки, Лубенський р-н, Полтавська обл., 37512 (сільський клуб, глядацький зал);мала;33.290455,50.173593
530498; с.Шеки; вул.Пилипа Орлика, 1, с.Шеки, Лубенський р-н, Полтавська обл., 37513 (сільський клуб, глядацький зал);мала;33.262883,50.166308
530499; с.Хитці(Шеківська с/р); вул.Братів Зерових, 1, с.Хитці, Лубенський р-н, Полтавська обл., 37513 (будинок культури, глядацький зал);мала;33.291053,50.194869
530500; с.Ждани; вул.Центральна, 1А, с.Ждани, Лубенський р-н, Полтавська обл., 37510 (школа, хол);Середня;33.211586,50.203209
530501; с.Окіп, с.Селюків; вул.Партизанська, 70, с.Окіп, Лубенський р-н, Полтавська обл., 37511 (школа, хол);мала;33.196939,50.166106
530502; с.Тишки; вул.Центральна, 31, с.Тишки, Лубенський р-н, Полтавська обл., 37515 (будинок культури, фойє);мала;33.115697,50.117409
530503; с.Крутий Берег; вул.Центральна, 57, с.Крутий Берег, Лубенський р-н, Полтавська обл., 37515 (сільський клуб, фойє);мала;33.096946,50.145780
530507; с.Калайдинці, с.Лушники; вул.Рубцова, 57, с.Калайдинці, Лубенський р-н, Полтавська обл., 37525 (школа, хол) / вул.Рубцова, 34, с.Калайдинці, Лубенський р-н, Полтавська обл., 37525;Середня;32.962812,50.103814
530508; с.Клепачі; вул.Шкільна, 14, с.Клепачі, Лубенський р-н, Полтавська обл., 37526 (сільський клуб, фойє);мала;32.967128,50.075257
530509; с.Хитці(Калайдинцівська с/р); вул.Центральна, 51, с.Хитці, Лубенський р-н, Полтавська обл., 37526 (школа, каб.1);мала;33.047451,50.122106
530510; с.Халепці; вул.Шкільна, 27, с.Халепці, Лубенський р-н, Полтавська обл., 37525 (школа, каб.1);мала;32.963488,50.126795
530511; с.Новаки, с.Пишне; вул.Щербаня, 23, с.Новаки, Лубенський р-н, Полтавська обл., 37542 (школа, хол);Середня;32.916995,50.066040
530512; с.Тарандинці; вул.Центральна, 44, с.Тарандинці, Лубенський р-н, Полтавська обл., 37540 (адмінбудинок, актова зала);Середня;32.838728,50.077770
530513; с.Губське; вул.Вишнева, 1А, с.Губське, Лубенський р-н, Полтавська обл., 37541 (сільська бібліотека, читальна зал);мала;32.826585,50.105879
530514; с.Вили; вул.Київська, 26, с.Вили, Лубенський р-н, Полтавська обл., 37540 (фельдшерсько-акушерський пункт, к.1);мала;32.792153,50.068122
530515; с.Біївці, с.Горобії; вул.Шевченка, 87, с.Біївці, Лубенський р-н, Полтавська обл., 37523 (дитячий садок, хол);мала;32.896302,50.135501
530516; с.Єнківці; вул.Вишнева, 11, с.Єнківці, Лубенський р-н, Полтавська обл., 37524 (сільський клуб, фойє);мала;32.886293,50.109656
530517; с.Духове; вул.Центральна, 36, с.Духове, Лубенський р-н, Полтавська обл., 37520 (будинок культури, гримерна);мала;32.739678,50.151794
530518; с.Карпилівка; вул.Павла Рака, 5, с.Карпилівка, Лубенський р-н, Полтавська обл., 37521 (сільський клуб, глядацький зал);мала;32.680555,50.159002
530519; с.Гінці; вул.Козацька, 50А, с.Гінці, Лубенський р-н, Полтавська обл., 37522 (магазин, зал);мала;32.771568,50.158266
530520; с.Остапівка; вул.Лесі Українки, 3, с.Остапівка, Лубенський р-н, Полтавська обл., 37543 (будинок культури, гримерна);мала;32.803906,50.033170
530521; с.Богодарівка; вул.Центральна, 25А, с.Богодарівка, Лубенський р-н, Полтавська обл., 37543 (сільський клуб, к.1);мала;32.772270,50.044017
530689; с.Березова Рудка; вул.Паркова, 1/1, с.Березова Рудка, Пирятинський р-н, Полтавська обл., 37040 (Березоворудський державний аграрний технікум, актова зала);Середня;32.227823,50.318767
530690; с.Крячківка, с.Мар’їнське; вул.Шевченка,101,с.Крячківка, Пирятинський р-н, Полтавська обл., 37041 (сільський клуб, актова зала);мала;32.311892,50.292463
530691; с.Вечірки; вул.Центральна, 35, с.Вечірки, Пирятинський р-н, Полтавська обл., 37040 (школа, фойє);мала;32.268278,50.336050
530692; с.Білоцерківці; вул.Шевченка, 482, с.Білоцерківці, Пирятинський р-н, Полтавська обл., 37020 (сільський клуб, глядацька зала);мала;32.727644,50.324818
530693; с.Яцини; вул.Гагаріна, 478, с.Яцини, Пирятинський р-н, Полтавська обл., 37021 (школа, спортивний зал) / вул.Гагаріна, 483, с.Яцини, Пирятинський р-н, Полтавська обл., 37021;мала;32.757107,50.297256
530694; с.Велика Круча, с.Мала Круча; вул.Героїв Майдану, 100А, с.Велика Круча, Пирятинський р-н, Полтавська обл., 37052 (сільський клуб, глядацька зала);Середня;32.572122,50.181471
530695; с.Повстин; вул.Михайлівська, 66, с.Повстин, Пирятинський р-н, Полтавська обл., 37053 (сільський клуб, глядацька зала);мала;32.628214,50.171610
530696; с.Вікторія, с.Архемівка; вул.Центральна, 14, с.Вікторія, Пирятинський р-н, Полтавська обл., 37044 (школа, фойє);Середня;32.284260,50.238710
530697; с.Грабарівка; вул.Центральна, 18, с.Грабарівка, Пирятинський р-н, Полтавська обл., 37013 (школа, фойє);мала;32.344959,50.380200
530698; с.Давидівка; вул.Київська, 13, с.Давидівка, Пирятинський р-н, Полтавська обл., 37010 (сільський будинок культури, глядацька зала);Середня;32.400883,50.366535
530699; с.Гурбинці; вул.Сонячна, 19, с.Гурбинці, Пирятинський р-н, Полтавська обл., 37011 (дитячий садок, фойє);мала;32.487664,50.355768
530700; с.Кроти; вул.Зої Космодем’янської, 19, с.Кроти, Пирятинський р-н, Полтавська обл., 37011 (сільський клуб, фойє);мала;32.472319,50.385096
530701; с.Нові Мартиновичі; вул.Шевченка, 79Б, с.Нові Мартиновичі, Пирятинський р-н, Полтавська обл., 37012 (центр громади, актова зала);Середня;32.438437,50.375099
530702; с.Дейманівка, с.Шкурати; вул.Марка Наглого, 45, с.Дейманівка, Пирятинський р-н, Полтавська обл., 37050 (адміністративний будинок, актова зала);мала;32.626024,50.214434
530703; с.Прихідьки; вул.Григорія Кисіля, 28, с.Прихідьки, Пирятинський р-н, Полтавська обл., 37051 (навчально-виховний комплекс, актова зала);мала;32.683806,50.263652
530704; с.Каплинці; вул.Миру, 37, с.Каплинці, Пирятинський р-н, Полтавська обл., 37030 (сільський будинок культури, актова зала);мала;32.537514,50.302943
530705; с.Усівка; вул.Центральна, 39, с.Усівка, Пирятинський р-н, Полтавська обл., 37031 (сільський клуб, актова зала);мала;32.531208,50.327403
530706; с.Малютинці; вул.Садова, 22, с.Малютинці, Пирятинський р-н, Полтавська обл., 37043 (центр громади, актова зала);мала;32.195560,50.258441
530707; с.Олександрівка, с.Могилівщина, с.Рівне; вул.Центральна, 1, с.Олександрівка, Пирятинський р-н, Полтавська обл., 37005 (школа, фойє);мала;32.384495,50.248279
530708; с.Сасинівка, с.Меченки; вул.Миру, 56, с.Сасинівка, Пирятинський р-н, Полтавська обл., 37032 (школа, актова зала);мала;32.417983,50.314885
530709; с.Кейбалівка; вул.Миру, 36, с.Кейбалівка, Пирятинський р-н, Полтавська обл., 37033 (навчально-виховний комплекс, актова зала);мала;32.504500,50.307450
530710; с.Леляки; вул.Михайла Грушевського, 116, с.Леляки, Пирятинський р-н, Полтавська обл., 37033 (сільський клуб, глядацька зала);мала;32.491471,50.327533
530711; с.Першотравневе; вул.Перемоги, 16, с.Першотравневе, Пирятинський р-н, Полтавська обл., 37032 (фельдшерсько-акушерський пункт, вестибюль);мала;32.436333,50.291937
530712; с.Смотрики; вул.Грушевського, 36, с.Смотрики, Пирятинський р-н, Полтавська обл., 37042 (школа, фойє);Середня;32.158959,50.274823
530713; с.Теплівка; пл.Ярмаркова, 72, с.Теплівка, Пирятинський р-н, Полтавська обл., 37045 (будинок культури, актовий зал);Середня;32.159322,50.251926
530714; с.Харківці, с.Високе; вул.Центральна, 100, с.Харківці, Пирятинський р-н, Полтавська обл., 37022 (сільський будинок культури, глядацька зала);мала;32.585505,50.267972
530715; с.Вишневе; вул.Миру, 15, с.Вишневе, Пирятинський р-н, Полтавська обл., 37023 (школа, фойє);мала;32.648295,50.323898
530716; м.Пирятин – вул.Водостічна, вул.Єлени, вул.Замок, вул.Зоряна: 1–14, 16, 22., вул.Короленка, вул.Кутузова, вул.Лермонтова, вул.майдан Незалежності, вул.Острів, вул.Приудайська, вул.Пушкіна, вул.Січових Стрільців: 1–22, 24., вул.Соборна, вул.Успенська, пл.Героїв Майдану, пров.Грушевського Михайла, пров.Поштовий, пров.Рибальський, пров.1-й Замковий, пров.2-й Замковий, с.Голобородька, с.Заріччя; вул.Пушкіна, 33, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (Будинок дитячої та юнацької творчості, глядацька зала);Велика;32.517747,50.241534
530717; м.Пирятин – вул.Аврущенка, вул.Визволення, вул.Герасименка, вул.Гоголя, вул.Журналістів, вул.Загородня, вул.Земська, вул.Кінечна, вул.Кулініча В., вул.Набережна, вул.Приудайський узвіз, вул.Проїзна, вул.Середня, вул.Цибаня, вул.Чкалова, вул.Ярмаркова, пров.Гоголя, пров.Новий, пров.Суворова, пров.Цибаня, пров.Чехова, пров.Ярмарковий, пров.1-й Кінечний, пров.1-й Робочий, пров.2-й Кінечний, пров.2-й Робочий; вул.Визволення, 2А, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (ліцей, зала відпочинку);Велика;32.510090,50.245837
530718; м.Пирятин – вул.Абаканська: 58, 60–102Б., вул.Європейська: 3–42, 44–44А, 62–66Б., вул.Зелена, вул.Іподромна, вул.Калинова, вул.Київська, вул.Козацька, вул.Кооперативна, вул.Луценка, вул.Мокрицького Аполлона, вул.Молодіжна, вул.Надії, вул.Польова, вул.Садова, вул.Спортивна, вул.Суворова, вул.Шевченка, пров.Київський; вул.Європейська, 2А, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (школа №4, актова зала);Велика;32.511765,50.242943
530719; м.Пирятин – вул.Абаканська: 1–57, 59., вул.Зоряна: 15, 17–21, 23–145, 147, 151, 153, 155, 157, 159., вул.Лесі Українки, вул.Січових Стрільців: 23, 25–133, 135, 137–139, 141, 143, 145, 147, 151–153, 159, 161, 165–167, 169, 171, 173, 175, 177, 179, 181, 185, 189, 193, 195, 197, 199, 201, 203, 205, 207, 209–211А, 213, 215, 217, 221–223, 225, 227А, 229–231, 233, 239, 247, 249, 251, 253., вул.Хітріна Архітектора, пров.Водокачний, пров.Жовтневий, пров.Затишний, пров.Косий, пров.Л. Українки, пров.Лісний, пров.Лубенський, пров.Пушкіна, пров.Річковий, пров.Славний, пров.Тупий, пров.Шкільний; вул.Зоряна, 116, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (школа №1, фойє);Середня;32.519016,50.235886
530720; м.Пирятин – вул.Андрузького Георгія, вул.Горького, вул.Гребінківська, вул.Григоровича Василя, вул.Європейська: 43, 45–59, 68–126., вул.Зоряна: 146, 148–150, 152, 154, 156, 158, 160–221., вул.Космодем’янської З., вул.Кошового О., вул.Маяковського, вул.Мічуріна, вул.Перемоги, вул.Першотравнева, вул.Полтавська: 10., вул.Січових Стрільців: 134, 136, 140, 142, 144–144В, 146–146В, 148–150, 154–158, 160, 162–164, 168, 170, 172, 174, 176, 178, 180., вул.Сковороди, вул.Фабрична, вул.Чорнухинська, вул.8-го Березня, пров.8-го Березня; вул.Європейська, 100, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (учбово-курсовий комбінат, актова зала);Середня;32.513951,50.231131
530721; м.Пирятин – вул.Європейська: 127–162., вул.Заводська, вул.Котляревського, вул.Матросова, вул.Миру, вул.Панфілова, вул.Патріотична, вул.Полтавська: 1–8., вул.Саксаганського, вул.Сікорського Ігоря, вул.Січових Стрільців: 182–184, 186–188, 190–192, 194, 196, 198, 200, 202, 204, 206, 208, 212, 214, 216, 218–220, 224, 226, 228, 232, 234–238, 240–246, 248, 250, 252–252А, 254–256А., вул.Сумська, вул.Франка Івана, пл.Хмельницького Богдана, пров.Південний, пров.1-й Мирний, пров.2-й Мирний; вул.Європейська, 163, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (товариство з обмеженою відповідальністю "Пирятинагроконсерв", холл);Велика;32.516922,50.221695
530722; м.Пирятин – вул.Барвінкова, вул.Веселкова, вул.Вільна, вул.Гагаріна, вул.Герцена, вул.Дружна, вул.Завокзальна, вул.Квіткова, вул.Коцюбинського, вул.Мікромістечко, вул.Ранкова, вул.Свободи, вул.Сонячна, вул.Спартака, вул.Урожайна, вул.Філатова, вул.Харківська, вул.Чайкіної Л., вул.Чернишевського, пров.Бурячний, пров.Вишневий, пров.Залізничний, пров.Миргородський, пров.Свинаря В., пров.Урожайний, пров.Хорольський; вул.Гагаріна, 84, м.Пирятин, Пирятинський р-н, Полтавська обл., 37000 (школа №6, фойє);Велика;32.501653,50.234080
530723; с.Верхоярівка, с.Замостище, с.Калинів Міст; вул.Тімірязєва, 5, с.Калинів Міст, Пирятинський р-н, Полтавська обл., 37000 (школа, спортивний зал);Середня;32.478417,50.281719
530913; с.Білоусівка, с.Синяківщина, с.Суха Лохвиця; вул.Мележика, 15, с.Білоусівка, Чорнухинський р-н, Полтавська обл., 37110 (сільська рада, кімната засідань);мала;32.896359,50.361622
530914; с.Богодарівка, с.Голотівщина, с.Осняг; вул.Л.Українки, 1, с.Богодарівка, Чорнухинський р-н, Полтавська обл., 37111 (школа, хол);мала;32.992259,50.391593
