Номер дільниці; Опис меж дільниці; Адреса приміщення для голосування (місцезнаходження) / Адреса дільничної виборчої комісії; Розмір дільниці; Кординати
260964; м.Калуш – вул.Бічна Мартинця, вул.Братів Дяченків, вул.Брукована, вул.Вигнута, вул.Відоняка, вул.Волошина, вул.Гірника, вул.Гната Мартинця, вул.Довженка, вул.Дорошенка, вул.Дружби, вул.Зарічна, вул.Карманського, вул.Кармелюка, вул.Кибальчича, вул.Княгині Ольги, вул.Кобиляка, вул.Коротка, вул.Котляревського, вул.Крип’якевича, вул.Кропивницького, вул.Лисенка, вул.Луки Загірські, вул.Маковея, вул.Марчака, вул.Мельника, вул.Миру, вул.Нижанківського, вул.Орищака, вул.Панаса Мирного, вул.Писарська, вул.Рожанського, вул.Руданського, вул.Сагайдачного, вул.Сковороди, вул.Тобілевича, вул.Федьковича, вул.Церковна, вул.Чудова, вул.Шашкевича, вул.Шота Руставелі, вул.Ярослава Мудрого, вул.Ярослава Осмомисла, вул.Яцишина; вул.Луки Загірські, 11, м.Калуш, Івано-Франківська обл., 77301 (народний дім "Просвіта", актова зала);Велика;24.368928,49.016149
260965; м.Калуш – вул.Андрія Коса, вул.Баюрака, вул.Бічна Гуцульська, вул.Бічна Орлика, вул.Бічна Хоткевича, вул.Бойківська, вул.Гайдамацька, вул.Героїв Крут, вул.Гірнича, вул.Гнатюка, вул.Головацького, вул.Гуцульська, вул.Довбуша, вул.Залізнична, вул.Залізняка, вул.Йосипа Сліпого, вул.Київська, вул.Козацька, вул.Корольова, вул.Костомарова, вул.Лімницька, вул.Львівська: 12, 43–76А., вул.Марійки Підгірянки, вул.Олександра Олеся, вул.Орлика, вул.Полуботка, вул.Рильського, вул.Спортивна, вул.Степанівної, вул.Степова, вул.Труша, вул.Хоткевича, вул.Шкрумеляка, вул.Яремчука; вул.Йосипа Сліпого, 30, м.Калуш, Івано-Франківська обл., 77307 (школа №9, фойє);Велика;24.379625,49.010917
260966; м.Калуш – вул.Богомольця, вул.Бортнянського, вул.Братів Козаків, вул.Височана, вул.Вороного, вул.Врубеля, вул.Грабівського, вул.Данила Галицького, вул.Дрогобича, вул.Заньковецької, вул.Зелена, вул.Івано-Франківська, вул.Кобринської, вул.Коперника, вул.Косарчина, вул.Куліша, вул.Кульчицької, вул.Куриласа, вул.Куровця, вул.Львівська: 2–11, 13–25., вул.Мартовича, вул.Медична, вул.Мечникова, вул.Могильницького, вул.Новацька, вул.Петлюри, вул.Підгорецька, вул.Проектна, вул.Родини Стебельських, вул.Романенка, вул.Садова, вул.Саксаганського, вул.Смольського, вул.Сосюри, вул.Старицького, вул.Стрілецька, вул.Тарнавського, вул.Тиха, вул.Тичини, пров.Лісний; вул.Івано-Франківська, 175, м.Калуш, Івано-Франківська обл., 77309 (народний дім імені А.Могильницького, актова зала);Велика;24.420178,49.030158
260967; м.Калуш – вул.Андрусяка, вул.Аркаса, вул.Бабія, вул.Бажана, вул.Березовського, вул.Вербицького, вул.Височанка, вул.Галицька, вул.Гірська, вул.Гулака-Артемовського, вул.Залісся, вул.Кобилянської, вул.Ковжуна, вул.Колесси, вул.Копальняна, вул.Купчинського, вул.Курбаса, вул.Марка Вовчка, вул.Марка Черемшини, вул.Новаківського, вул.Остапа Вишні, вул.Палідовича, вул.Пачовського, вул.Підкови, вул.Підлісна, вул.Польова, вул.Похила, вул.Родини Крушельницьких, вул.Садове товариство "Хімік", вул.Самчука, вул.Святої Варвари, вул.Сірка, вул.Сонячна, вул.Трублаїні, вул.Черняховського, вул.Шопена, вул.Шухевича, вул.Яблунева, вул.Ярослава Мартинця; вул.Ковжуна, 44, м.Калуш, Івано-Франківська обл., 77301 (коледж культури і мистецтв, хореографічна зала);Велика;24.375155,49.024246
260968; м.Калуш – вул.Банянська, вул.Белея, вул.Братів Фільчинських, вул.Виговського, вул.Глінки, вул.Грабовського, вул.Калнишевського, вул.Кривоноса, вул.Лепкого, вул.Людкевича, вул.майдан Шептицького: 3–4., вул.Петрушевича, вул.Робітнича, вул.Руська, вул.Скрипника, вул.Срібняка, вул.Стефаника, вул.Фабрична, вул.Чорновола; вул.Чорновола, 20, м.Калуш, Івано-Франківська обл., 77301 (палац культури "Мінерал", фойє, 2-й поверх);Велика;24.370942,49.029189
260969; м.Калуш – вул.Винниченка: 4–8, 10–12, 18В, 54–64., вул.Гоголя, вул.Дзвонарська, вул.майдан Шептицького: 1, 11–12., вул.Нова, вул.Підвальна, вул.Сухомлинського, вул.Фегонівка, вул.Цеглинського; вул.Дзвонарська, 4, м.Калуш, Івано-Франківська обл., 77301 (школа №3, актова зала);Велика;24.364754,49.025323
260970; м.Калуш – вул.Винниченка: 1–3, 9, 17, 19–23., вул.Каракая: 2., вул.Сівецька; вул.Сівецька, 2, м.Калуш, Івано-Франківська обл., 77304 (центр художньої творчості дітей, юнацтва та молоді, танцювальна зала);Велика;24.361270,49.024915
260971; м.Калуш – вул.Воликовича, вул.Добрівлянська, вул.Долинська, вул.Каракая: 3–25., вул.Козоріса, вул.Привокзальна, вул.Симиренка, вул.Українська; вул.Дзвонарська, 4, м.Калуш, Івано-Франківська обл., 77304 (школа №3, спортзал);Велика;24.359067,49.022312
260972; м.Калуш – вул.Біласа і Данилишина: 1–9, 11–11А, 13, 21А–76., вул.Драгоманова, вул.Малицької: 2–3., просп.Лесі Українки: 16–16А, 72–88Б.,; вул.Біласа і Данилишина, 15, м.Калуш, Івано-Франківська обл., 77304 (школа №11, спортзал);Велика;24.357195,49.026905
260973; м.Калуш – вул.Біласа і Данилишина: 10, 12, 14., вул.Кірова, вул.Олени Пчілки, вул.Павлика, вул.Тіниста, просп.Лесі Українки: 6–8, 12, 14, 27–44, 90–102.,; вул.Біласа і Данилишина, 15, м.Калуш, Івано-Франківська обл., 77304 (гімназія, актова зала);Велика;24.357207,49.026839
260974; м.Калуш – вул.Євшана: 5., вул.Малицької: 5–9., просп.Лесі Українки: 2, 4, 9–11А, 13, 15–15А, 17–17Б.,; просп.Лесі Українки, 11, м.Калуш, Івано-Франківська обл., 77304 (школа №2, актова зала);Велика;24.360439,49.032260
260975; м.Калуш – вул.Бобинського, вул.Вітовського, вул.Євшана: 4, 6–26., вул.Пушкіна: 2, 4, 6, 8, 27–31., пров.Шкільний, просп.Лесі Українки: 3, 5.,; вул.Євшана, 17, м.Калуш, Івано-Франківська обл., 77304 (школа №10, актова зала);Велика;24.364263,49.034647
260976; м.Калуш – бульв.Незалежності, вул.Євшана: 1–3., вул.Пушкіна: 15–15В.,; вул.Євшана, 17, м.Калуш, Івано-Франківська обл., 77304 (школа №10, спортзал);Велика;24.364249,49.034725
260977; м.Калуш – вул.Богдана Хмельницького: 6–8., вул.Малицької: 1, 22., вул.Пушкіна: 3–3Б, 5, 7, 11–13В., вул.Січових Стрільців: 4, 8, 14, 18, 20, 22, 24, 26–28, 30, 32, 36, 38, 40, 42, 50, 62–64., просп.Лесі Українки: 1.,; вул.Богдана Хмельницького, 2, м.Калуш, Івано-Франківська обл., 77303 (політехнічний коледж, актова зала);Велика;24.358642,49.036542
260978; м.Калуш – вул.Богдана Хмельницького: 12–14, 16, 18, 20, 22, 24., вул.Руднєва, вул.Січових Стрільців: 1–3, 5–7, 11, 31, 37, 39, 41, 45, 51–53, 67., вул.Стуса: 4–4А, 12., вул.Чайковського; вул.Богдана Хмельницького, 8А, м.Калуш, Івано-Франківська обл., 77303 (школа №7, спортзал);Велика;24.358799,49.039567
260979; м.Калуш – вул.Литвина: 4., вул.Січових Стрільців: 9, 13, 15–17, 19, 21, 23, 25, 29, 34Б., вул.Стуса: 10.,; вул.Литвина, 2, м.Калуш, Івано-Франківська обл., 77308 (дитячо-юнацька спортивна школа "Сокіл", зала вільної боротьби);Велика;24.359536,49.044022
260980; м.Калуш – вул.Богдана Хмельницького: 34–36, 38, 40, 42, 46, 48., вул.Січових Стрільців: 34–34А., вул.Стуса: 1–3, 5–9.,; вул.Литвина, 2, м.Калуш, Івано-Франківська обл., 77308 (дитячо-юнацька спортивна школа "Сокіл", ігрова зала);Велика;24.359701,49.043962
260981; м.Калуш – вул.Антонича, вул.Верховинська, вул.Галечко, вул.Глібова, вул.Гонти, вул.Івасюка, вул.Лемківська, вул.Литвина: 5–45., вул.Менделєєва, вул.Молодіжна: 2, 6–8, 11., вул.Мостиська, вул.Рилєєва, вул.Стуса: 11, 29.,; вул.Стуса, 13, м.Калуш, Івано-Франківська обл., 77308 (школа №6, актова зала);Велика;24.357412,49.043887
260982; м.Калуш – вул.Богдана Хмельницького: 52, 54, 56, 58, 60, 62–66, 70–74., вул.Гірничорятувальників, вул.Молодіжна: 1, 3–5, 9, 12., вул.Станція ’Кропивник’, вул.Хутір ’Кепський’; вул.Богдана Хмельницького, 78, м.Калуш, Івано-Франківська обл., 77308 (вище професійне училище №7, фойє);Велика;24.343696,49.045162
260983; м.Калуш – вул.Богдана Хмельницького: 21, 23, 25–29, 33, 37, 39, 41, 43, 47, 49–51, 53, 55, 57, 59, 61, 69., вул.Будівельників: 1, 7, 9, 11., вул.Коновальця: 2, 6, 8, 12, 14, 16, 18, 20, 22–28А.,; вул.Коновальця, 4, м.Калуш, Івано-Франківська обл., 77308 (школа №4, фойє, 2-й поверх);Велика;24.349996,49.040507
260984; м.Калуш – вул.Будівельників: 2–6А, 8, 10–10А, 12–44А., вул.Коновальця: 1, 11, 13, 15, 17, 19, 21–21А., вул.Космонавтів, вул.Марченка, вул.Фінська, вул.Хіміків: 22–42А.,; вул.Тихого, 6, м.Калуш, Івано-Франківська обл., 77308 (палац культури "Юність", фойє, 2-й поверх);Велика;24.350522,49.039431
260985; м.Калуш – вул.Богдана Хмельницького: 30., вул.Коновальця: 3–5, 7, 9., вул.Тихого; вул.Тихого, 6, м.Калуш, Івано-Франківська обл., 77308 (палац культури "Юність", танцювальна зала, 2-й поверх);Велика;24.350552,49.039390
260986; м.Калуш – вул.Богдана Хмельницького: 1–3, 11, 15, 17, 19., вул.Хіміків: 2–18.,; вул.Хіміків, 20, м.Калуш, Івано-Франківська обл., 77303 (школа №5, спортивний зал);Велика;24.351181,49.036999
